,Paper ID,Hypothesis/Proposition #,Hypothesis/Proposition Full Sentence
298,clv11ijhrm.txt,h13,"hypo 4: , 6 and 8 human capital "
299,clv11ijhrm.txt,h14,hypo 3: expects an effect of social capital on human capital.
300,clv11ijhrm.txt,h15,hypo 3: a group of hypotheses assesses the relationships of certain hrm practices with human and social capital.
301,clv11ijhrm.txt,h16,"hypo 7: , but they imply rejection of "
302,clv11ijhrm.txt,h17,"hypo 9: finally, innovative activity has a signiﬁcant positive inﬂuence on company performance ."
303,clv11ijhrm.txt,h18,"hypo 1: 0. we did not ﬁnd any size effect, as the control variable for number of employees was not signiﬁcant."
304,clv11ijhrm.txt,h19,hypo 1: 0 firm performance figure 2. model of indirect relationships.
305,cs06amj.txt,h0,"hypo 1: commitment-based hr practices are positively related to an organization's so cial climates for trust, cooperation, and shared codes and language."
306,cs06amj.txt,h1,"hypo 2: organizational social climates for trust, cooperation, and shared codes and lan guage are positively related to firm performance through their effects on knowledge exchange and combination."
307,cs06amj.txt,h2,"hypo 3: commitment-based hr practices partially affect employee knowledge exchange and combination and subsequent firm perfor mance through organizational social climates for trust, cooperation, and shared codes and language."
308,cs06amj.txt,h3,hypo 1: commit ment-based hr practices were positively related to the organizational social climate conditions that guide knowledge workers' interactions with one another.
309,cs06amj.txt,h4,"hypo 2: it appeared that organizational climates of trust, cooperation, and shared codes and language were associated with higher levels of knowledge exchange/combination among knowledge workers."
310,ct05crr.txt,h0,"in line with these arguments, the following hypotheses are proposed: since "
311,ct05crr.txt,h1,hypo 1: a ﬁrm’s quality of products/services is positively related to organizational reputation.
312,ct05crr.txt,h2,hypo 1: a ﬁrm’s quality of products/services is positively related to customers’ satisfaction.
313,ct05crr.txt,h3,hypo 1: customers’ satisfaction is positively related to organizational reputation.
314,ct05crr.txt,h4,"in accordance with these arguments, the following hypotheses are proposed: "
315,ct05crr.txt,h5,hypo 2: organizational reputation is positively related to the ﬁrm’s growth.
316,ct05crr.txt,h6,hypo 2: organizational reputation is positively related to the accumulation of customers’ orders .
317,ct05crr.txt,h7,hypo 2: aco is positively related to the ﬁrm’s growth.
318,ct05crr.txt,h8,hypo 2: aco is positively related to market share.
319,ct05crr.txt,h9,hypo 2: the ﬁrm’s is is growth positively related to market share.
320,ct05crr.txt,h10,hypo 2: the ﬁrm’s growth positively related to the ﬁrm’s proﬁtability.
321,ct05crr.txt,h11,hypo 2: market share is positively related to the ﬁrm’s proﬁtability.
322,ct05crr.txt,h12,hypo 2: market share is positively related to the ﬁrm’s ﬁnancial strength.
323,ct05crr.txt,h13,hypo 2: the ﬁrm’s proﬁtability is positively related to its ﬁnancial strength.
324,ct05crr.txt,h14,"hypo 1: , no signiﬁcant path was found between quality of products/services and organizational reputation."
325,ct05crr.txt,h15,"hypo 2: , which predicted that market share will be positively related to ﬁnancial strength, was not supported either."
326,ctsm08jem.txt,h0,hypo 1: a capability of shared vision will be positively associated with the development of proactive environmental strategies by smes.
327,ctsm08jem.txt,h1,hypo 2: a capability of stakeholder management will be positively associated with the development of proactive environmental strategies by smes.
328,ctsm08jem.txt,h2,hypo 3: a capability of strategic proactivity will be positively associated with the development of proactive environmental strategies by smes.
329,ctsm08jem.txt,h3,hypo 4: proactive environmental strategies will be positively associated with ﬁnancial performance of smes.
330,ctsm08jem.txt,h4,hypo 4: 0 million or an annual balance sheet total not exceeding 
331,ctsm08jem.txt,h5,"hypo 2: 7 million , and those that were independent with less than 25% of the capital or voting rights owned by one enterprise or jointly by several enterprises."
332,ctsm08jem.txt,h6,hypo 2: size stakeholder’ management dealer affiliation performance 
333,ctsm08jem.txt,h7,hypo 2: stakeh.f2 λx λx stakeh.f3 a * p < .05 ** p < .01 *** p < .001 stakeholder management λx size i.p.p.
334,ctsm08jem.txt,h8,hypo 9: strate1 strate2 strate3 strate.f1 λx strategy proactivity ecop.
335,ctsm08jem.txt,h9,"hypo 1: a positive and statistically signiﬁcant parameter estimate for the path between stakeholder management capability and innovative-preventive practices , and ecoefﬁciency provides support for "
336,ctsm08jem.txt,h10,"hypo 3: , regarding the inﬂuence of a strategic proactivity capability on environmental proactiveness, was also supported by the parameter estimates ."
337,ctsm08jem.txt,h11,"hypo 4: , regarding the relationship between a proactive environmental strategy and ﬁrm performance, was supported by positive and signiﬁcant parameter estimates the path between innovative-preventive strategies and performance and for the path between eco-efﬁciency and performance for the inﬂuence of control variables was tested for each of the three dependent variables in our model."
338,cw09smj.txt,h0,hypo 1: stakeholder relations are positively associated with the persistence of superior ﬁnancial performance.
339,cw09smj.txt,h1,hypo 2: stakeholder relations are negatively associated with the persistence of inferior ﬁnancial performance.
340,cww15ijpdlm.txt,h0,hypo 2: competitiveness - environmental-related cost reductions - differentiation figure 1. the conceptual model environmental collaboration in supply chains - environmental collaboration with suppliers 
341,cww15ijpdlm.txt,h1,"hypo 4: downloaded by national taiwan normal university at 02:19 24 september 2015 environmental supply chain collaboration efforts and resources in product, process, and management systems can enhance profitability."
342,cww15ijpdlm.txt,h2,"thus, a proactive mentality regarding the linkage between the increased levels of a firm’s environmental commitment and its competitiveness leads directly to our first hypothesis, as follows: "
343,cww15ijpdlm.txt,h3,hypo 1: a high ems level of a firm is positively associated with firm competitiveness.
344,cww15ijpdlm.txt,h4,"accordingly, this study offers a second hypothesis, as follows: "
345,cww15ijpdlm.txt,h5,hypo 2: a high gps level of a firm is positively associated with firm competitiveness.
346,cww15ijpdlm.txt,h6,hypo 3: ecs moderates the relationship between ems and the competitiveness 
347,cww15ijpdlm.txt,h7,hypo 3: ecs moderates the relationship between gps and the competitiveness of a firm.
348,cww15ijpdlm.txt,h8,the assumption that ecc helps firms implement gps more efficiently and achieve increased competitiveness leads to the following hypotheses: 
349,cww15ijpdlm.txt,h9,hypo 4: ecc moderates the relationship between ems and the competitiveness 
350,cww15ijpdlm.txt,h10,hypo 4: ecc moderates the relationship between gps and the competitiveness of a firm.
351,cww15ijpdlm.txt,h11,"hypo 1: similarly, the results for step mean sd ems gps ecs ecc compe table ii."
352,cys14jcp.txt,h0,"hypo 1: the greater the ﬁrm’s eco-organizational innovation, the greater its eco-process innovation."
353,cys14jcp.txt,h1,"hypo 2: the greater the ﬁrm’s eco-organizational innovation, the greater its eco-product innovation."
354,cys14jcp.txt,h2,"hypo 3: the greater the ﬁrm’s eco-process innovation, the greater its eco-product innovation."
355,cys14jcp.txt,h3,"hypo 4: the greater the ﬁrm’s eco-process innovation, the greater its business performance."
356,cys14jcp.txt,h4,"hypo 5: the greater the ﬁrm’s eco-product innovation, the greater its business performance."
357,cys14jcp.txt,h5,"hypo 6: the greater the ﬁrm’s eco-organizational innovation, the greater its business performance."
358,cys14jcp.txt,h6,"turning to individual research hypotheses, eco-organizational innovation is positively and significantly related to both eco-process and eco-product innovations , supporting "
359,cys14jcp.txt,h7,hypo 2: ecoprocess innovation is signiﬁcantly related to eco-product innovation and 
360,d03jom.txt,h0,hypo 1: there will be a positive relationship between technological competence and ﬁrm performance.
361,d03jom.txt,h1,hypo 2: imitability of ﬁrm knowledge has an inverse relationship with ﬁrm performance.
362,d03jom.txt,h2,hypo 3: marketing competencies have a positive relationship with ﬁrm performance.
363,d03jom.txt,h3,hypo 4: regulatory competencies have a positive relationship with ﬁrm performance.
364,d03jom.txt,h4,"hypo 1: , techcomp is positive and signiﬁcant."
365,d03jom.txt,h5,hypo 3: is not supported as ad/sales is not signiﬁcant.
366,d03jom.txt,h6,hypo 4: is supported in the lagged model as approval is positive and signiﬁcant.
367,d03jom.txt,h7,"hypo 2: and consistent with the results found in models 1 and 2, imitability is negative and signiﬁcant with mkbk."
368,d03jom.txt,h8,hypo 4: is also supported as approval is positive and signiﬁcant.
369,dc05jms.txt,h0,hypo 1: isomorphism is positively related to legitimacy.
370,dc05jms.txt,h1,"hypo 2: for organizations with lower reputations, isomorphism is positively related to reputation."
371,dc05jms.txt,h2,"hypo 3: for organizations with lower levels of ﬁnancial performance, ﬁnancial performance is positively related to legitimacy."
372,dc05jms.txt,h3,hypo 4: higher ﬁnancial performance is positively related to reputation.
373,dc05jms.txt,h4,hypo 2: predicts a positive relationship between isomorphism and reputation for organizations with lower reputations and a negative relationship for organizations with higher reputations.
374,dc05jms.txt,h5,hypo 2: connecting strategic isomorphism and public reputation.
375,dc05jms.txt,h6,hypo 3: predicts that ﬁnancial performance has a positive effect on legitimacy for lower levels of performance but no effect for higher levels.
376,dc05jms.txt,h7,hypo 4: predicts that ﬁnancial performance has a positive relationship with reputation.
377,dc05jms.txt,h8,"hypo 4: taken together, our results suggest that ﬁnancial performance has different relationships with two dimensions of legitimacy and reputation."
378,dd96amj.txt,h0,"hypo 1: there will be a positive relationship between financial performance and the use of internal career ladders, formal training systems, results-oriented appraisal, performance-based compensation, employment security, employee voice, and broadly defined jobs."
379,dd96amj.txt,h1,hypo 2: the relationship between human resource practices and financial performance will be contingent on an organization's strategy.
380,dd96amj.txt,h2,"hypo 3: the greater the similarity to the ideal-type employment system that is most similar to an organization's employment system, the higher the financial performance."
381,dd96amj.txt,h3,"consistent with this second configurational interpretation, we hypothesize "
382,dd96amj.txt,h4,hypo 4: an employment system's similarity to the one ideal-type employment system that is appropriate for an organization's strategy will be positively related to financial performance.
383,dd96amj.txt,h5,hypo 5: an employment system's similarity to the one hybrid employment system that is appropriate for an organization's strategy will be positively related to financial performance.
384,dd96amj.txt,h6,hypo 3: and was operationally defined as the additive inverse of the deviation between a real organization's employment system and the ideal employment system that the organization most closely resembled.
385,dd96amj.txt,h7,"hypo 4: , was measured as the additive inverse of the deviation between an organization's employment system and the ideal employment system that was appropriate for the ideal strategic type most similar to the organization's strategy."
386,dd96amj.txt,h8,"hypo 1: we conducted two additional types of analyses to further test hypothesis 1. first, roa and roe were used as the dependent variables in a set of hierarchical regressions."
387,dd96amj.txt,h9,"hypo 1: , we entered all the hr practices simultaneously into two hierarchical regression equations, one predicting roa and one predicting roe."
388,dd96amj.txt,h10,hypo 2: states that the relationships between hr practices and performance are contingent on an organization's strategy.
389,dd96amj.txt,h11,"hypo 2: one explanation for the null results is that the combination of hr practices a firm uses is more important than specific, individual practices."
390,dd96amj.txt,h12,"hypo 2: thus, the contingency perspective should not be rejected out of hand."
391,dd96amj.txt,h13,"hypo 3: , states that similarity to the one ideal-type employment system most similar to an organization's employment system will be positively related to organizational performance."
392,dd96amj.txt,h14,"hypo 3: , we first computed the appropriate similarity measure and then entered this measure in the second step of a hierarchical regression."
393,dd96amj.txt,h15,hypo 4: posits that similarity to the one ideal-type employment system that was appropriate for an organization's strategy would be positively related to organizational performance.
394,dd96amj.txt,h16,"hypo 5: , predicts that similarity to the one hybrid employment system appropriate for an organization's strategy will be positively related to organizational performance."
395,dd96amj.txt,h17,hypo 5: similarity to the appropriate hybrid employment system did not explain a significant amount of variance in either roa or roe .
396,dj01amj.txt,h0,hypo 1: the degree of implementation of tqm practices in a hospital is positively related to the hospital's performance.
397,dj01amj.txt,h1,"hypo 2: in a hospital characterized by a greater focus on control in its structure, the all use subject to http://about.jstor.org/terms 160 academy of management joural february degree of implementation of tqm practices will be more strongly, positively related to hospital performance."
398,dj01amj.txt,h2,"hypo 3: in a hospital characterized by a greater focus on exploration in its structure, the degree of implementation of tqmpractices will be more strongly, positively related to hospital performance."
399,dj01amj.txt,h3,hypo 1: was tested by comparing the increase in variance explained from model 1 to model 2 .
400,dj01amj.txt,h4,hypo 1: is well supported by our data.
401,ekks05smj.txt,h0,hypo 1: visas to overseas software professionals requires the sponsoring ﬁrm to certify that the professionals are being paid wages commensurate with what a u.s.based employee with similar qualiﬁcations would obtain.
402,ekks05smj.txt,h1,hypo 1: development of client-speciﬁc capabilities based on repeated interaction with clients is positively related to project performance.
403,ekks05smj.txt,h2,"hypo 2: higher levels of project management capabilities will lead to higher levels of project performance while client-speciﬁc capabilities and project management capabilities are both positively related to project performance, they might differ in the marginal returns they generate."
404,ekks05smj.txt,h3,"hypo 1: 996, where the denominator is the appropriate index for adjustment."
405,fcwz15jcp.txt,h0,hypo 1: there is a positive relationship between emss and ﬁnancial performance.
406,fcwz15jcp.txt,h1,hypo 2: sc negatively moderates the relationship between emss and ﬁnancial performance.
407,fcwz15jcp.txt,h2,hypo 3: ci positively moderates the relationship between emss and ﬁnancial performance.
408,fcwz15jcp.txt,h3,hypo 4: sc and ci have a negative joint moderating effect on the relationship between emss and ﬁnancial performance.
409,fcwz15jcp.txt,h4,"hypo 6: mt1 mt2 mt3 mt4 fi1 fi2 fi3 fi5 market turbulence firm innovativeness fit indices: c2 ¼ 721.42, nnfi ¼ 0.93, cfi ¼ 0.95, rmsea ¼ 0.076 and srmr ¼ 0.072. threshold ."
410,fcwz15jcp.txt,h5,"hypo 4: as illustrated in table 3, the increase in r2 from model 3 to model 4 is 0.009, and it is signiﬁcant , which indicates that the addition of the three-way interaction among emss, sc, and ci signiﬁcantly increased 0.9% of the explanation of variance in ﬁnancial performance."
411,fcwz15jcp.txt,h6,"hypo 4: to further check the nature of the three-way interaction, we calculated the slopes of the simple regression equations of ﬁnancial performance on emss for each of the four types of market conditions of low and high levels of sc and ci and examined whether each simple slope was signiﬁcantly different from zero ."
412,fcwz15jcp.txt,h7,"hypo 3: however, we did not interpret the two-way interactions because their effects on ﬁnancial performance depend on a variable that is not included in the interaction if the effect of three-way interaction is signiﬁcant ."
413,fcwz15jcp.txt,h8,"hypo 3: 5. discussion and managerial implications 5.1. discussion risks of implementing emss, in this study, we aim to advance the environmental strategy literature by simultaneously examining the individual and joint moderating effects of sc and ci on the relationship between emss and ﬁnancial performance."
414,fcwz15jcp.txt,h9,hypo 7: growth in market share1 market turbulence mt1: the volumes of demand are difﬁcult to predict mt2: customer demand ﬂuctuates drastically from week to week mt3: sales forecasts are likely to be inaccurate mt4: market trends are difﬁcult to monitor firm innovativeness fi1: improvement and innovation are pervasive in our supply chain management fi2: new ways and techniques are often used in our supply chain management 1 items are deleted after reliability or validity analysis.
415,fo05jom.txt,h0,hypo 1: the impact of a layoff on a firm’s reputation will be negative.
416,fo05jom.txt,h1,hypo 2: the negative impact of a layoff on a firm’s reputation will be moderated by firm performance.
417,fo05jom.txt,h2,hypo 3: the negative impact of a layoff on a firm’s reputation will be moderated by firm age.
418,fo05jom.txt,h3,hypo 4: the negative impact of a layoff on a firm’s reputation will be moderated by firm size.
419,fo05jom.txt,h4,hypo 1: this result is consistent across all of the models employing the various submeasures of overall reputation.
420,fo05jom.txt,h5,"hypo 2: , that the relationship between layoffs and reputation is moderated by prior firm performance, is not supported."
421,fo05jom.txt,h6,hypo 3: is tested by the interaction term layoffs × age.
422,fo05jom.txt,h7,hypo 3: support for this hypothesis is reasonably consistent across the various components of overall reputation.
423,fo05jom.txt,h8,"hypo 4: , that firm size moderates the relationship between layoffs and overall reputation."
424,fs90amj.txt,h0,"hypo 1: the greater a firm's current market performance, the better its reputation."
425,fs90amj.txt,h1,"hypo 2: the greater a firm's current performanceadjusted market risk, the worse its reputation."
426,fs90amj.txt,h2,"hypo 3: the greater a firm's current dividend yield, the worse its reputation."
427,fs90amj.txt,h3,"hypo 4: the greater a firm's prior accounting profitability, the better its reputation."
428,fs90amj.txt,h4,"hypo 5: the greater a firm's prior performanceadjusted accounting risk, the worse its reputation."
429,fs90amj.txt,h5,"hypo 6: the greater the concentration of a firm's equity among institutions, the better its reputation."
430,fs90amj.txt,h6,"hypo 7: the greater a firm's contributions to social welfare, the better its reputation."
431,fs90amj.txt,h7,this suggests two principal hypotheses and an interaction: 
432,fs90amj.txt,h8,"hypo 8: the greater a firm's current media visibility, the better its reputation."
433,fs90amj.txt,h9,"hypo 9: the more nonnegative a firm's current media coverage, the better its reputation."
434,fs90amj.txt,h10,"hypo 1: 0: nonnegative coverage and visibility have a positive, interactive effect on reputation."
435,fs90amj.txt,h11,"hypo 1: 1: the larger the firm, the better its reputation."
436,fs90amj.txt,h12,"hypo 1: 2: the greater a firm's advertising intensity, the better its reputation."
437,fs90amj.txt,h13,"hypo 1: 3: the greater a firm's unrelated diversification, the worse its reputation."
438,fs90amj.txt,h14,hypo 1: 4: the determinants of reputation are more varied for unrelated diversifiers than for focused firms.
439,fs90amj.txt,h15,hypo 2: residual information embodied in firms' beta coefficients does not appear to influence reputations.
440,fs90amj.txt,h16,hypo 6: predicts that institutional ownership will positively affect reputations.
441,fs90amj.txt,h17,"hypo 8: with size controlled, model 1 suggests that the higher a firms' visibility per unit of sales and hence the greater the scrutiny of the firm by the press, the worse its reputation."
442,fs90amj.txt,h18,"hypo 9: , stating that the greater the volume of nonnegative coverage, the better a firm's reputation."
443,fs90amj.txt,h19,hypo 7: publics assign higher reputations to firms that have foundations and give proportionally more to charity than other firms.
444,fs90amj.txt,h20,"hypo 1: 3. since the beta coefficients of the other variables change, however, model 2 suggests that publics may draw on different informational inputs in constructing the reputations of firms of various levels of diversification."
445,fs90amj.txt,h21,hypo 1: 4: publics appear to rely on different criteria and a broader range of informational inputs to assess the reputations of diversified firms than they use to interpret the activities of focused firms.
446,gac11ijtr.txt,h0,these results lead us to hypothesize the following: 
447,gac11ijtr.txt,h1,hypo 1: the environmental legislation exerts a positive inﬂ uence on the manager’s perception about the environment as a competitive opportunity.
448,gac11ijtr.txt,h2,"in that case, we can state the following two hypotheses: "
449,gac11ijtr.txt,h3,hypo 2: a stronger pressure exerted by stakeholders on the ﬁ rm has a positive impact on the perception of managers about the environment as a competitive opportunity.
450,gac11ijtr.txt,h4,hypo 2: a greater collaboration of stakeholders with the ﬁ rm has a positive impact on the perception of managers about the environment as a competitive opportunity.
451,gac11ijtr.txt,h5,hypo 3: the complementary resources and capabilities available to the ﬁ rm positively inﬂ uence the perception of managers about the environment as a competitive opportunity.
452,gac11ijtr.txt,h6,all these arguments lead to another two hypotheses: 
453,gac11ijtr.txt,h7,"hypo 4: the higher the degree to which the manager sees the natural environment as a competitive opportunity, the higher the likelihood of developing a proactive environmental management scheme."
454,gac11ijtr.txt,h8,"hypo 5: the greater the availability of complementary resources and capabilities in the ﬁ rm, the higher the likelihood of developing a proactive environmental management scheme."
455,gac11ijtr.txt,h9,all the above-mentioned hypotheses lead to another hypothesis: 
456,gac11ijtr.txt,h10,hypo 6: a positive relationship exists between proactive environmental management and environmental performance improvement.
457,gac11ijtr.txt,h11,hypo 7: the ﬁ rm resources generated through proactive environmental management mediate the positive relationship between proactive environmental management and cost competitive advantage.
458,gac11ijtr.txt,h12,hypo 7: the ﬁ rm resources generated through proactive environmental management mediate the positive relationship between proactive environmental management and differentiation competitive advantage.
459,gac11ijtr.txt,h13,"in the light of the reasons mentioned, we propose the following hypotheses: "
460,gac11ijtr.txt,h14,hypo 8: the ﬁ rm resources generated through proactive environmental management mediate the positive relationship between environmental performance improvement and cost competitive advantage.
461,gac11ijtr.txt,h15,hypo 8: the ﬁ rm resources generated through proactive environmental management mediate the positive relationship between environmental performance improvement and differentiation competitive advantage.
462,gac11ijtr.txt,h16,hypo 9: cost competitive advantage has a positive effect on ﬁ nancial performance.
463,gac11ijtr.txt,h17,hypo 9: differentiation competitive advantage has a positive effect on ﬁ nancial performance.
464,gac11ijtr.txt,h18,"hypo 8: cad the thick solid lines indicate the relationships established as a hypothesis in the model; the thin solid lines indicate the relationship between the control variable and the variables which constitute the link between environmental protection and firm performance; finally, the dotted lines indicate all those relationships which we also introduced into the structural equation model for the purpose of checking that statistically significant relationships exist between the variables they link."
465,gac11ijtr.txt,h19,"hypo 3: , there is a positive effect of available resources and capabilities and the managerial perception."
466,gac11ijtr.txt,h20,"moreover, when hypothesis copyright © 2010 john wiley & sons, ltd. higher is the degree to which the manager sees the natural environment as a competitive opportunity, higher is the likelihood of developing a proactive environmental management, thus, "
467,gac11ijtr.txt,h21,"hypo 5: , when the availability of complementary resources and capabilities in the ﬁ rm is greater, higher is the likelihood of developing a proactive environmental management."
468,gac11ijtr.txt,h22,"hypo 7: and hypothesis 8, there is a positive effect of proactive environmental management and environmental performance on differentiation competitive advantage and that effect int."
469,gac11ijtr.txt,h23,"hypo 9: finally, in relation to the size , it has only a signiﬁ cant inﬂ uence on the development of a more proactive environmental management."
470,gb04amj.txt,h0,hypo 1: the overall relationship between employee turnover and firm performance has an inverted u-shape.
471,gmcs03bjir.txt,h0,hypo 1: there will be an association between greater use of hr practices and lower labour turnover.
472,gmcs03bjir.txt,h1,hypo 1: there will be an association between greater use of hr practices and higher labour productivity.
473,gmcs03bjir.txt,h2,hypo 1: there will be an association between greater use of hr practices and higher proﬁtability.
474,gmcs03bjir.txt,h3,hypo 2: the direct relationship between hrm and performance outcomes will be signiﬁcant when both objective and subjective measures of performance are used.
475,gmcs03bjir.txt,h4,"hypo 1: proposed a relationship between greater use of hr and lower labour turnover, higher labour productivity and higher proﬁt per employee."
476,gmcs03bjir.txt,h5,hypo 1: proposing an association between hrm and productivity.
477,gmcs03bjir.txt,h6,"hypo 2: , which suggested that there would be similar set of results using objective and subjective performance measures."
478,gwde00jom.txt,h0,hypo 2: announcements of product-driven environmental initiatives will have a more positive impact on anticipated ﬁrm performance than will announcements of process-driven initiatives.
479,gwde00jom.txt,h1,"hypo 1: and much prior research, our results suggest that, on average, corporate environmental initiatives have no direct effect on the market’s perception of the ﬁrm’s future economic performance."
480,gwde00jom.txt,h2,"hypo 2: using regression analyses, and the results are found in table 3. as shown, we ﬁrst conducted a simple regression for type of environmental initiative , with the abnormal return being the dependent variable."
481,gwde00jom.txt,h3,"hypo 2: discussion and conclusions although several prior studies have examined the direct effects of corporate environmental management on anticipated economic performance, there has been no attention given to the way in which different environmental initiatives may potentially inﬂuence it."
482,h95amj.txt,h0,hypo 2: complementarities high performance work practices will diminish em-ployee turnover and increase productivity and corporate financial performance.
483,h95amj.txt,h1,"although no empirical work has suggested that firms with better external fit exhibit higher per-formance, the expectation that they should provides my final hypothesis: "
484,h95amj.txt,h2,hypo 3: alignment of a firm's system of high per-formance work practices with its competitive strategy will diminish employee turnover and increase produc-tivity and corporate financial performance.
485,jd98jms.txt,h0,hypo 1: there will be a positive relationship between the level of integration of environmental issues into the strategic planning process and the ﬁrm’s ﬁnancial performance.
486,jd98jms.txt,h1,hypo 2: there will be a positive relationship between the level of integration of environmental issues into the strategic planning process and the ﬁrm’s environmental performance.
487,jd98jms.txt,h2,hypo 3: there will be a positive relationship between the amount of resources provided to attend to natural environmental issues and the level of integration of environmental issues into the strategic planning process.
488,jd98jms.txt,h3,hypo 4: there will be a positive relationship between the degree of functional coverage of natural environmental issues and the level of integration of environmental issues into the strategic planning process.
489,jd98jms.txt,h4,"hypo 1: in addition, level of integration and environmental performance had a standardized coecient of .588 and was also signiﬁcant at the .01 level."
490,jk16jbe.txt,h0,"based on this reasoning and on previous empirical results, we formulated the following hypothesis: "
491,jk16jbe.txt,h1,hypo 1: the degree of involvement in csr will be positively related to the adoption of performance-based pay.
492,jk16jbe.txt,h2,hypo 2: the degree of involvement in csr will be positively related to the degree of adaptation of efﬁciencybased work practices.
493,jk16jbe.txt,h3,hypo 3: the degree of involvement in csr will be negatively related to employment growth.
494,jk16jbe.txt,h4,pursuit of this line of reasoning leads to the following hypothesis: 
495,jk16jbe.txt,h5,hypo 4: the degree of involvement in csr will be positively related to organizational restructuring.
496,jk16jbe.txt,h6,"for these reasons, we formulated the following hypothesis: "
497,jk16jbe.txt,h7,hypo 5: the degree of involvement in csr will be positively related to the use of contingent employment.
498,jk16jbe.txt,h8,"fixed effects regressions were used to test hypotheses 1, 2, 3, and 5. for "
499,jk16jbe.txt,h9,"hypo 4: , a logistics regression model was used because the dependent variable, organizational restructuring, was a 0–1 nominal variable."
500,jk16jbe.txt,h10,descriptive statistics and bivariate correlations for variables used in study 2 are presented in table 3. all proposed hypotheses except for 
501,jv04amj.txt,h0,hypo 1: a mastery orientation is posi tively related to in-role job performance.
502,jv04amj.txt,h1,hypo 2: a performance orientation is positively related to in-role job performance.
503,jv04amj.txt,h2,this line of reasoning about the relationship be tween goal orientation and innovative job perfor mance led to the following hypotheses: 
504,jv04amj.txt,h3,hypo 3: a mastery orientation is posi tively related to innovative job performance.
505,jv04amj.txt,h4,hypo 4: a performance orientation is negatively related to innovative job perfor mance.
506,jv04amj.txt,h5,hypo 5: a mastery orientation is posi tively related to job satisfaction.
507,jv04amj.txt,h6,hypo 6: a performance orientation is negatively related to job satisfaction.
508,jv04amj.txt,h7,this theorizing on goal orientations' influence on how employees establish social exchanges with their supervisors led to the following hypotheses: 
509,jv04amj.txt,h8,hypo 7: a subordinate's mastery orien tation is positively related to the quality of leader-member exchange.
510,jv04amj.txt,h9,hypo 8: a subordinate's performance orientation is negatively related to the quality of leader-member exchange.
511,jv04amj.txt,h10,"indeed, previ ous research has consistently indicated that higher quality levels of leader-member exchange produce higher levels of job satisfaction among employees all use subject to http://about.jstor.org/terms 2004 janssen and van yperen 373 this line of reasoning on the interpersonal mech anism of leader-member exchange led to the fol lowing three hypotheses: "
512,jv04amj.txt,h11,hypo 9: leader-member exchange medi ates the positive relationship between a subor dinate's mastery orientation and in-role job performance.
513,jv04amj.txt,h12,hypo 1: 0. leader-member exchange me diates the positive relationship between a sub ordinate's mastery orientation and innovative job performance.
514,jv04amj.txt,h13,hypo 1: 1. leader-member exchange me diates the positive relationship between a sub ordinate's mastery orientation and job satisfac tion.
515,jv04amj.txt,h14,hypo 1: 2. leader-member exchange me diates the negative relationship between a sub ordinate's performance orientation and inno vative job performance.
516,jv04amj.txt,h15,hypo 1: 3. leader-member exchange me diates the negative relationship between a subordinate's performance orientation and job satisfaction.
517,jv04amj.txt,h16,"hypo 7: predicts, a mastery orientation was found to be positively related to the mediating vari able of leader-member exchange."
518,jv04amj.txt,h17,"hypo 1: 3, leader-member exchange mediated the negative relationship be all use subject to http://about.jstor.org/terms 378 academy of management journal june tween performance orientation and job satisfaction supplementary analyses the modest correlation between mastery and performance orientations indi cates that trying to attain mastery is not necessarily inconsistent with striving to outperform others."
519,jv04amj.txt,h18,"hypo 2: , which predicts a positive relationship between per formance orientation and in-role job performance."
520,k03jom.txt,h0,"thus, the literature discussed above leads to the following hypotheses: "
521,k03jom.txt,h1,hypo 1: management leadership is positively related to training.
522,k03jom.txt,h2,hypo 1: management leadership is positively related to employee relations.
523,k03jom.txt,h3,hypo 1: management leadership is positively related to supplier quality management.
524,k03jom.txt,h4,"thus, we are led to the following hypothesis: "
525,k03jom.txt,h5,hypo 1: management leadership is positively related to product design.
526,k03jom.txt,h6,hypo 2: training is positively related to employee relations.
527,k03jom.txt,h7,hypo 2: training is positively related to quality data and reporting.
528,k03jom.txt,h8,hypo 3: employee relations is positively related to quality data and reporting.
529,k03jom.txt,h9,hypo 4: quality data and reporting is positively related to supplier quality management.
530,k03jom.txt,h10,hypo 4: quality data and reporting is positively related to product/service design.
531,k03jom.txt,h11,hypo 4: quality data and reporting is positively related to process management.
532,k03jom.txt,h12,hypo 5: supplier quality management is positively related to product/service design.
533,k03jom.txt,h13,hypo 5: supplier quality management is positively related to inventory management performance.
534,k03jom.txt,h14,hypo 6: product design is positively related to process management.
535,k03jom.txt,h15,hypo 5: supplier quality management is positively related to process management.
536,k03jom.txt,h16,hypo 6: product design is positively related to quality performance.
537,k03jom.txt,h17,hypo 8: inventory management performance is positively related to quality performance.
538,k03jom.txt,h18,"based on the reviewed literature, the following hypothesis is suggested: "
539,k03jom.txt,h19,hypo 8: quality performance is positively related to ﬁnancial and market performance.
540,kavsc06amj.txt,h0,"hypo 6: sales, time 2 crew turnover, timel "
541,kavsc06amj.txt,h1,"hypo 8: profit, time 2 all use subject to http://about.jstor.org/terms 2006 kacmar, andrews, van rooy, steilberg, and cerrone 135 a marathon rather than a sprint."
542,kavsc06amj.txt,h2,hypo 1: management turnover is posi tively related to crew turnover.
543,kavsc06amj.txt,h3,hypo 2: crew turnover is related to longer customer wait time.
